ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Raw OP Code
238,0.12876202170791437,,LayerNormDeviceOperation,1,105.297,,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,188417.0,LayerNormDeviceOperation
239,11.027400776375183,SLOW,MatmulDeviceOperation b={32} x 32 x 5120 x 10240,1,9017.334,0.482,107.0,15.11698246954144,2.9525356385823125,11.907530806777258,4.0250772078551105,HiFi2 BF16 x BF16 => BF16,BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,2,1,3,189441.0,MatmulDeviceOperation
240,0.07630314852778751,,ReshapeViewDeviceOperation,1,61.862,0.536,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,190465.0,ReshapeViewDeviceOperation
241,0.06382767301125672,,NLPCreateQKVHeadsDecodeDeviceOperation,1,51.648,0.548,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,191489.0,NLPCreateQKVHeadsDecodeDeviceOperation
242,0.0018036979402943456,,ReshardDeviceOperation,1,0.888,0.587,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_HEIGHT_SHARDED,,,,192513.0,ReshardDeviceOperation
243,0.0037455774855061556,,ShardedToInterleavedDeviceOperation,1,2.51,0.553,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_HEIGHT_SHARDED,,,,193537.0,ShardedToInterleavedDeviceOperation
244,0.0026560216449622496,,ShardedToInterleavedDeviceOperation,1,1.553,0.619,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_HEIGHT_SHARDED,,,,194561.0,ShardedToInterleavedDeviceOperation
245,0.008825280023799521,,LayerNormDeviceOperation,1,6.602,0.615,64,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,195585.0,LayerNormDeviceOperation
246,0.007661130573521407,,LayerNormDeviceOperation,1,5.721,0.544,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,196609.0,LayerNormDeviceOperation
247,0.015537482053816918,,RotaryEmbeddingDeviceOperation,1,12.158,0.548,64,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,197633.0,RotaryEmbeddingDeviceOperation
248,0.009606678656916867,,RotaryEmbeddingDeviceOperation,1,7.301,0.555,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,198657.0,RotaryEmbeddingDeviceOperation
249,0.0025997707261462906,,InterleavedToShardedDeviceOperation,1,1.585,0.541,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,199681.0,InterleavedToShardedDeviceOperation
250,0.047909885832401466,,PagedFusedUpdateCacheDeviceOperation,1,38.609,0.57,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,200705.0,PagedFusedUpdateCacheDeviceOperation
251,0.08364878481751506,,SdpaDecodeDeviceOperation,1,65.643,2.762,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,201729.0,SdpaDecodeDeviceOperation
252,0.002936053392980829,,InterleavedToShardedDeviceOperation,1,1.89,0.511,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,202753.0,InterleavedToShardedDeviceOperation
253,0.013736229805645005,,NLPConcatHeadsDecodeDeviceOperation,1,10.612,0.621,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_HEIGHT_SHARDED,,,,203777.0,NLPConcatHeadsDecodeDeviceOperation
254,0.0034814427362833914,,ShardedToInterleavedDeviceOperation,1,2.335,0.512,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_WIDTH_SHARDED,,,,204801.0,ShardedToInterleavedDeviceOperation
255,0.08779912434928387,,TransposeDeviceOperation,1,71.204,0.595,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,205825.0,TransposeDeviceOperation
256,8.375884096302453,SLOW,MatmulDeviceOperation b={32} x 32 x 8192 x 5120,1,6848.915,0.585,80.0,16.228710094956647,3.16966994042122,12.542037084706116,5.67040883820987,HiFi2 BF16 x BF16 => BF16,BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,2,1,2,206849.0,MatmulDeviceOperation
257,0.08592816987562261,,BinaryNgDeviceOperation,1,69.702,0.567,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,207873.0,BinaryNgDeviceOperation
258,0.12739854834965797,,LayerNormDeviceOperation,1,103.676,0.506,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,208897.0,LayerNormDeviceOperation
259,26.59295203868127,SLOW,MatmulDeviceOperation b={32} x 32 x 5120 x 25600,1,21746.263,0.507,100.0,14.947789420186815,2.9194901211302375,12.34398094054137,4.464692180462011,HiFi2 BF16 x BF16 => BF16,BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,2,1,8,209921.0,MatmulDeviceOperation
260,26.603408595350725,SLOW,MatmulDeviceOperation b={32} x 32 x 5120 x 25600,1,21754.78,0.541,100.0,14.941937358134625,2.918347140260669,12.339148269943431,4.4629442527283825,HiFi2 BF16 x BF16 => BF16,BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,2,1,8,210945.0,MatmulDeviceOperation
261,0.4942523667146096,,BinaryNgDeviceOperation,1,403.639,0.543,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,211969.0,BinaryNgDeviceOperation
262,26.043140884021344,SLOW,MatmulDeviceOperation b={32} x 32 x 25600 x 5120,1,21296.679,0.475,80.0,15.263345050183643,2.981122080113993,12.604568815635526,5.698680200934754,HiFi2 BF16 x BF16 => BF16,BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,2,1,2,212993.0,MatmulDeviceOperation
263,0.08879452104311411,,BinaryNgDeviceOperation,1,72.062,0.551,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,214017.0,BinaryNgDeviceOperation
